017 006 97.03000
017 007 114.19580
017 008 348.28000
017 009 400.06000
017 010 455.63000
017 011 529.28000
017 012 591.99000
017 013 656.71000
017 014 749.76000
017 015 809.40000
017 016 3658.52100
017 017 3946.29600
018 001 15.75962
018 002 27.62967
018 003 40.74000
018 004 59.81000
018 005 75.02000
018 006 91.00900
018 007 124.32300
018 008 143.46000
018 009 422.45000
018 010 478.69000
018 011 538.96000
018 012 618.26000
018 013 686.10000
018 014 755.74000
018 015 854.77000
018 016 918.03000
018 017 4120.88570
018 018 4426.22960
019 001 4.34066
019 002 31.63000
019 003 45.80600
019 004 60.91000
019 005 82.66000
019 006 99.40000
019 007 117.56000
019 008 154.88000
019 009 175.81740
019 010 503.80000
019 011 564.70000
019 012 629.40000
019 013 714.60000
019 014 786.60000
019 015 861.10000
019 016 968.00000
019 017 1033.40000
019 018 4610.80000
019 019 4934.04600
020 001 6.11316
020 002 11.87172
020 003 50.91310
020 004 67.27000
020 005 84.50000
020 006 108.78000
020 007 127.20000
020 008 147.24000
020 009 188.54000
020 010 211.27500
020 011 591.90000
020 012 657.20000
020 013 726.60000
020 014 817.60000
020 015 894.50000
020 016 974.00000
020 017 1087.00000
020 018 1157.80000
020 019 5128.80000
020 020 5469.86400
021 001 6.56150
021 002 12.79967
021 003 24.75666
021 004 73.48940
021 005 91.65000
021 006 110.68000
021 007 138.00000
021 008 158.10000
021 009 180.03000
021 010 225.18000
021 011 249.79800
021 012 687.36000
021 013 756.70000
021 014 830.80000
021 015 927.50000
021 016 1009.00000
021 017 1094.00000
021 018 1213.00000
021 019 1287.97000
021 020 5674.80000
021 021 6033.71200
022 001 6.82810
022 002 13.57550
022 003 27.49170
022 004 43.26720
022 005 99.30000
022 006 119.53000
022 007 140.80000
022 008 170.40000
022 009 192.10000
022 010 215.92000
022 011 265.07000
022 012 291.50000
022 013 787.84000
022 014 863.10000
022 015 941.90000
022 016 1044.00000
022 017 1131.00000
022 018 1221.00000
022 019 1346.00000
022 020 1425.40000
022 021 6249.00000
022 022 6625.82000
023 001 6.74620
023 002 14.66000
023 003 29.31100
023 004 46.70900
023 005 65.28170
023 006 128.13000
023 007 150.60000
023 008 173.40000
023 009 205.80000
023 010 230.50000
023 011 255.70000
023 012 308.10000
023 013 336.27700
023 014 896.00000
023 015 976.00000
023 016 1060.00000
023 017 1168.00000
023 018 1260.00000
023 019 1355.00000
023 020 1486.00000
023 021 1569.60000
023 022 6851.30000
023 023 7246.12000
024 001 6.76650
024 002 16.48570
024 003 30.96000
024 004 49.16000
024 005 69.46000
024 006 90.63490
024 007 160.18000
024 008 184.70000
024 009 209.30000
024 010 244.40000
024 011 270.80000
024 012 298.00000
024 013 354.80000
024 014 384.16800
024 015 1010.60000
024 016 1097.00000
024 017 1185.00000
024 018 1299.00000
024 019 1396.00000
024 020 1496.00000
024 021 1634.00000
024 022 1721.40000
024 023 7481.70000
024 024 7894.81000
025 001 7.43402
025 002 15.63999
025 003 33.66800
025 004 51.20000
025 005 72.40000
025 006 95.60000
025 007 119.20300
025 008 194.50000
025 009 221.80000
025 010 248.30000
025 011 286.00000
025 012 314.40000
025 013 343.60000
025 014 403.00000
025 015 435.16300
025 016 1134.70000
025 017 1224.00000
025 018 1317.00000
025 019 1437.00000
025 020 1539.00000
025 021 1644.00000
025 022 1788.00000
025 023 1879.90000
025 024 8140.60000
025 025 8571.94000
026 001 7.90240
026 002 16.18780
026 003 30.65200
026 004 54.80000
026 005 75.00000
026 006 99.10000
026 007 124.98000
026 008 151.06000
026 009 233.60000
026 010 262.10000
026 011 290.20000
026 012 330.80000
026 013 361.00000
026 014 392.20000
026 015 457.00000
026 016 489.25600
026 017 1266.00000
026 018 1358.00000
026 019 1456.00000
026 020 1582.00000
026 021 1689.00000
026 022 1799.00000
026 023 1950.00000
026 024 2023.00000
026 025 8828.00000
026 026 9277.69000
027 001 7.88100
027 002 17.08300
027 003 33.50000
027 004 51.30000
027 005 79.50000
027 006 102.00000
027 007 128.90000
027 008 157.80000
027 009 186.13000
027 010 275.40000
027 011 305.00000
027 012 336.00000
027 013 379.00000
027 014 411.00000
027 015 444.00000
027 016 511.96000
027 017 546.58000
027 018 1397.20000
027 019 1504.60000
027 020 1603.00000
027 021 1735.00000
027 022 1846.00000
027 023 1962.00000
027 024 2119.00000
027 025 2219.00000
027 026 9544.10000
027 027 10012.12000
028 001 7.63980
028 002 18.16884
028 003 35.19000
028 004 54.90000
028 005 76.06000
028 006 108.00000
028 007 133.00000
028 008 162.00000
028 009 193.00000
028 010 224.60000
028 011 321.00000
028 012 352.00000
028 013 384.00000
028 014 430.00000
028 015 464.00000
028 016 499.00000
028 017 571.08000
028 018 607.06000
028 019 1541.00000
028 020 1648.00000
028 021 1756.00000
028 022 1894.00000
028 023 2011.00000
028 024 2131.00000
028 025 2295.00000
028 026 2399.20000
028 027 10288.80000
028 028 10775.40000
029 001 7.72638
029 002 20.29240
029 003 36.84100
029 004 57.38000
029 005 79.80000
029 006 103.00000
029 007 139.00000
029 008 166.00000
029 009 199.00000
029 010 232.00000
029 011 265.30000
029 012 369.00000
029 013 401.00000
029 014 435.00000
029 015 484.00000
029 016 520.00000
029 017 557.00000
029 018 633.00000
029 019 670.58800
029 020 1697.00000
029 021 1804.00000
029 022 1916.00000
029 023 2060.00000
029 024 2182.00000
029 025 2308.00000
029 026 2478.00000
029 027 2587.50000
029 028 11062.38000
029 029 11567.61700
030 001 9.39420
030 002 17.96440
030 003 39.72300
030 004 59.40000
030 005 82.60000
030 006 108.00000
030 007 134.00000
030 008 174.00000
030 009 203.00000
030 010 238.00000
030 011 274.00000
030 012 310.80000
030 013 419.70000
030 014 454.00000
030 015 490.00000
030 016 542.00000
030 017 579.00000
030 018 619.00000
030 019 698.00000
030 020 738.00000
030 021 1856.00000
031 001 5.99930
031 002 20.51420
031 003 30.71000
031 004 64.00000
032 001 7.89940
032 002 15.93462
032 003 34.22410
032 004 45.71310
032 005 93.50000
033 001 9.78860
033 002 18.63300
033 003 28.35100
033 004 50.13000
033 005 62.63000
033 006 127.60000
034 001 9.75238
034 002 21.19000
034 003 30.82040
034 004 42.94500
034 005 68.30000
034 006 81.70000
034 007 155.40000
035 001 11.81381
035 002 21.80000
035 003 36.00000
035 004 47.30000
035 005 59.70000
035 006 88.60000
035 007 103.00000
035 008 192.80000
036 001 13.99961
036 002 24.35985
036 003 36.95000
036 004 52.50000
036 005 64.70000
036 006 78.50000
036 007 111.00000
036 008 125.80200
036 009 230.85000
036 010 268.20000
036 011 308.00000
036 012 350.00000
036 013 391.00000
036 014 447.00000
036 015 492.00000
036 016 541.00000
036 017 592.00000
036 018 641.00000
036 019 786.00000
036 020 833.00000
036 021 884.00000
036 022 937.00000
036 023 998.00000
036 024 1051.00000
036 025 1151.00000
036 026 1205.30000
036 027 2928.00000
036 028 3070.00000
036 029 3227.00000
036 030 3381.00000
037 001 4.17713
037 002 27.28500
037 003 40.00000
037 004 52.60000
037 005 71.00000
037 006 84.40000
037 007 99.20000
037 008 136.00000
037 009 150.00000
037 010 277.10000
038 001 5.69490
038 002 11.03013
038 003 42.89000
038 004 57.00000
038 005 71.60000
038 006 90.80000
038 007 106.00000
038 008 122.30000
038 009 162.00000
038 010 177.00000
038 011 324.10000
039 001 6.21710
039 002 12.24000
039 003 20.52000
039 004 60.59700
039 005 77.00000
039 006 93.00000
039 007 116.00000
039 008 129.00000
039 009 146.20000
039 010 191.00000
039 011 206.00000
039 012 374.00000
040 001 6.63390
040 002 13.13000
040 003 22.99000
040 004 34.34000
040 005 80.34800
041 001 6.75885
041 002 14.32000
041 003 25.04000
041 004 38.30000
041 005 50.55000
041 006 102.05700
041 007 125.00000
042 001 7.09243
042 002 16.16000
042 003 27.13000
042 004 46.40000
042 005 54.49000
042 006 68.82760
042 007 125.66400
042 008 143.60000
042 009 164.12000
042 010 186.40000
042 011 209.30000
042 012 230.28000
042 013 279.10000
042 014 302.60000
042 015 544.00000
042 016 570.00000
042 017 636.00000
042 018 702.00000
042 019 767.00000
042 020 833.00000
042 021 902.00000
042 022 968.00000
042 023 1020.00000
042 024 1082.00000
042 025 1263.00000
042 026 1323.00000
042 027 1387.00000
042 028 1449.00000
042 029 1535.00000
042 030 1601.00000
043 001 7.28000
043 002 15.26000
043 003 29.54000
044 001 7.36050
044 002 16.76000
044 003 28.47000
045 001 7.45890
045 002 18.08000
045 003 31.06000
046 001 8.33690
046 002 19.43000
046 003 32.93000
047 001 7.57620
047 002 21.49000
047 003 34.83000
048 001 8.99380
048 002 16.90832
048 003 37.48000
049 001 5.78636
049 002 18.86980
049 003 28.03000
049 004 54.00000
050 001 7.34390
050 002 14.63225
050 003 30.50260
050 004 40.73502
050 005 72.28000
051 001 8.60840
051 002 16.53051
051 003 25.30000
051 004 44.20000
051 005 56.00000
051 006 108.00000
052 001 9.00960
052 002 18.60000
052 003 27.96000
052 004 37.41000
052 005 58.75000
052 006 70.70000
052 007 137.00000
053 001 10.45126
053 002 19.13130
053 003 33.00000
054 001 12.12980
054 002 21.20979
054 003 32.12300
055 001 3.89390
055 002 23.15745
056 001 5.21170
056 002 10.00390
057 001 5.57690
057 002 11.06000
057 003 19.17730
057 004 49.95000
057 005 61.60000
058 001 5.53870
058 002 10.85000
058 003 20.19800
058 004 36.75800
058 005 65.55000
058 006 77.60000
059 001 5.47300
059 002 10.55000
059 003 21.62400
059 004 38.98000
059 005 57.53000
060 001 5.52500
060 002 10.73000
060 003 22.10000
060 004 40.41000
061 001 5.58200
061 002 10.90000
061 003 22.30000
061 004 41.10000
062 001 5.64360
062 002 11.07000
062 003 23.40000
062 004 41.40000
063 001 5.67040
063 002 11.24100
063 003 24.92000
063 004 42.70000
064 001 6.15010
064 002 12.09000
064 003 20.63000
064 004 44.00000
065 001 5.86380
065 002 11.52000
065 003 21.91000
065 004 39.79000
066 001 5.93890
066 002 11.67000
066 003 22.80000
066 004 41.47000
067 001 6.02150
067 002 11.80000
067 003 22.84000
067 004 42.50000
068 001 6.10770
068 002 11.93000
068 003 22.74000
068 004 42.70000
069 001 6.18431
069 002 12.05000
069 003 23.68000
069 004 42.70000
070 001 6.25416
070 002 12.17610
070 003 25.05000
070 004 43.56000
071 001 5.42590
071 002 13.90000
071 003 20.95940
071 004 45.25000
071 005 66.80000
072 001 6.82507
072 002 14.90000
072 003 23.30000
072 004 33.33000
073 001 7.54960
074 001 7.86400
075 001 7.83350
076 001 8.43820
077 001 8.96700
078 001 8.95870
078 002 18.56300
079 001 9.22550
079 002 20.50000
080 001 10.43750
080 002 18.75600
080 003 34.20000
081 001 6.10820
081 002 20.42800
081 003 29.83000
082 001 7.41666
082 002 15.03220
082 003 31.93730
082 004 42.32000
082 005 68.80000
083 001 7.28560
083 002 16.69000
083 003 25.56000
083 004 45.30000
083 005 56.00000
083 006 88.30000
084 001 8.41700
086 001 10.74850
087 001 4.07270
088 001 5.27840
088 002 10.14716
089 001 5.17000
089 002 12.10000
090 001 6.30670
090 002 11.50000
090 003 20.00000
090 004 28.80000
091 001 5.89000
092 001 6.19405
093 001 6.26570
094 001 6.02620
095 001 5.97380
096 001 5.99150
097 001 6.19790
098 001 6.28170
099 001 6.42000
100 001 6.50000
101 001 6.58000
102 001 6.65000
103 001 4.90000
104 001 6.00000
