001 001 13.59844
002 001 24.58741
002 002 54.41778
003 001 5.39172
003 002 75.64018
003 003 122.45429
004 001 9.32270
004 002 18.21116
004 003 153.89661
004 004 217.71865
005 001 8.29803
005 002 25.15484
005 003 37.93064
005 004 259.37521
005 005 340.22580
006 001 11.26030
006 002 24.38332
006 003 47.88780
006 004 64.49390
006 005 392.08700
006 006 489.99334
007 001 14.53414
007 002 29.60130
007 003 47.44924
007 004 77.47350
007 005 97.89020
007 006 552.07180
007 007 667.04600
008 001 13.61806
008 002 35.11730
008 003 54.93550
008 004 77.41353
008 005 113.89900
008 006 138.11970
008 007 739.29000
008 008 871.41010
009 001 17.42282
009 002 34.97082
009 003 62.70840
009 004 87.13980
009 005 114.24280
009 006 157.16510
009 007 185.18600
009 008 953.91120
009 009 1103.11760
010 001 21.56460
010 002 40.96328
010 003 63.45000
010 004 97.12000
010 005 126.21000
010 006 157.93000
010 007 207.27590
010 008 239.09890
010 009 1195.82860
010 010 1362.19950
011 001 5.13908
011 002 47.28640
011 003 71.62000
011 004 98.91000
011 005 138.40000
011 006 172.18000
011 007 208.50000
011 008 264.25000
011 009 299.86400
011 010 1465.12100
011 011 1648.70200
012 001 7.64624
012 002 15.03528
012 003 80.14370
012 004 109.26550
012 005 141.27000
012 006 186.76000
012 007 225.02000
012 008 265.96000
012 009 328.06000
012 010 367.50000
012 011 1761.80500
012 012 1962.66500
013 001 5.98577
013 002 18.82856
013 003 28.44765
013 004 119.99200
013 005 153.82500
013 006 190.49000
013 007 241.76000
013 008 284.66000
013 009 330.13000
013 010 398.75000
013 011 442.00000
013 012 2085.98000
013 013 2304.14100
014 001 8.15169
014 002 16.34585
014 003 33.49302
014 004 45.14181
014 005 166.76700
014 006 205.27000
014 007 246.50000
014 008 303.54000
014 009 351.12000
014 010 401.37000
014 011 476.36000
014 012 523.42000
014 013 2437.63000
014 014 2673.18200
015 001 10.48669
015 002 19.76940
015 003 30.20270
015 004 51.44390
015 005 65.02510
015 006 220.42100
015 007 263.57000
015 008 309.60000
015 009 372.13000
015 010 424.40000
015 011 479.46000
015 012 560.80000
015 013 611.74000
015 014 2816.91000
015 015 3069.84200
016 001 10.36001
016 002 23.33790
016 003 34.79000
016 004 47.22200
016 005 72.59450
016 006 88.05300
016 007 280.94800
016 008 328.75000
016 009 379.55000
016 010 447.50000
016 011 504.80000
016 012 564.44000
016 013 652.20000
016 014 707.01000
016 015 3223.78000
016 016 3494.18920
017 001 12.96764
017 002 23.81400
017 003 39.61000
017 004 53.46520
017 005 67.80000
