# tardis githash: 78aa63380684297101133791e8efeda08d0b42c8
2.000000000000000000e+04 2.775662277359922508e+37
1.992230301822890760e+04 1.710998669130304631e+37
1.984520738241714571e+04 3.235567328778193714e+37
1.976870613818325364e+04 2.818286562961506586e+37
1.969279243796770606e+04 2.640826238673903900e+37
1.961745953898970038e+04 2.458485361630227990e+37
1.954270080125073218e+04 1.547966175413520576e+37
1.946850968558356908e+04 2.241192203368819445e+37
1.939487975174553867e+04 3.425926702931946846e+37
1.932180465655492299e+04 2.760026550212409993e+37
1.924927815206929517e+04 3.670868417417635724e+37
1.917729408380477253e+04 2.792327023084164271e+37
1.910584638899503261e+04 1.166057801472635876e+37
1.903492909488912119e+04 1.870446032074517333e+37
1.896453631708704779e+04 1.907680786556618239e+37
1.889466225791213947e+04 3.808161870083170148e+37
1.882530120481927588e+04 2.883967121129986675e+37
1.875644752883803812e+04 3.173457261332747122e+37
1.868809568304989807e+04 1.487054718753256101e+37
1.862024020109859339e+04 3.467451653778920442e+37
1.855287569573283690e+04 4.211883456390180073e+37
1.848599685738053449e+04 3.286208553728978444e+37
1.841959845275372936e+04 1.768605146577317861e+37
1.835367532348352688e+04 1.748131561157964203e+37
1.828822238478419968e+04 3.076952559004193164e+37
1.822323462414578535e+04 3.087473400471927177e+37
1.815870710005447836e+04 2.846360021334805624e+37
1.809463494074007031e+04 3.355274032968048261e+37
1.803101334294987464e+04 3.942443026118961818e+37
1.796783757074836103e+04 5.270296629275607363e+37
1.790510295434198633e+04 2.375900450682979761e+37
1.784280488892853828e+04 2.421868251683614005e+37
1.778093883357041341e+04 3.537058405674703523e+37
1.771950031009125814e+04 4.357004754478968589e+37
1.765848490199540902e+04 3.045037400217104845e+37
1.759788825340959011e+04 4.438185280379477823e+37
1.753770606804630006e+04 3.847681378904796865e+37
1.747793410818841221e+04 3.937362753800965568e+37
1.741856819369447840e+04 2.814438155546413501e+37
1.735960420102421631e+04 4.261211666249956660e+37
1.730103806228373651e+04 3.152504892310636574e+37
1.724286576429002525e+04 3.772895058017409454e+37
1.718508334765423569e+04 3.462358113845222077e+37
1.712768690588336176e+04 5.277058298596360840e+37
1.707067258449982910e+04 3.203806526423461677e+37
1.701403658017864655e+04 4.745937564538132267e+37
1.695777513990164516e+04 6.837557379281365356e+37
1.690188456012845199e+04 3.267170484112471056e+37
1.684636118598382745e+04 6.011788511605355704e+37
1.679120141046091885e+04 4.884399810594830465e+37
1.673640167364016452e+04 3.376434987822953052e+37
1.668195846192343015e+04 4.576599046402319119e+37
1.662786830728300629e+04 3.712169849107462344e+37
1.657412778652523411e+04 3.120373165227448521e+37
1.652073352056831209e+04 4.428473488423207805e+37
1.646768217373404696e+04 4.991037307663903091e+37
1.641497045305318534e+04 4.462862451433651453e+37
1.636259510758406213e+04 6.382486365745180811e+37
1.631055292774424925e+04 5.458823625736439861e+37
1.625884074465490630e+04 2.571067546022747391e+37
1.620745542949756782e+04 3.545490397019705763e+37
1.615639389288310667e+04 5.217903904223214198e+37
1.610565308423256647e+04 2.952212390670635611e+37
1.605522999116962274e+04 3.622754594420520313e+37
1.600512163892445642e+04 2.637491950611453727e+37
1.595532508974870143e+04 4.041932518189005451e+37
1.590583744234133883e+04 3.055376470478373408e+37
1.585665583128518119e+04 4.710378528612313286e+37
1.580777742649383617e+04 4.094252062213595940e+37
1.575919943266882001e+04 8.279054070099445309e+37
1.571091908876669186e+04 4.866838751427734080e+37
1.566293366747591790e+04 4.492893069880544055e+37
1.561524047470330879e+04 5.282569832946045132e+37
1.556783684906982307e+04 6.704573584592114649e+37
1.552072016141548920e+04 6.415919498335738641e+37
1.547388781431334610e+04 4.299443013913166926e+37
1.542733724159210215e+04 5.074176352379804222e+37
1.538106590786741435e+04 4.727736514576653181e+37
1.533507130808158036e+04 5.467003588448087054e+37
1.528935096705144861e+04 5.489813852043190566e+37
1.524390243902439033e+04 5.482969760071421320e+37
1.519872330724219137e+04 5.190148818728412693e+37
1.515381118351265286e+04 5.232022097396291961e+37
1.510916370778877354e+04 2.608199751562187012e+37
1.506477854775534797e+04 6.432515792230810891e+37
1.502065339842282992e+04 5.692803063296665662e+37
1.497678598172832062e+04 3.842594536299355669e+37
1.493317404614350744e+04 3.804998518106906161e+37
1.488981536628945832e+04 5.353751024550774764e+37
1.484670774255808828e+04 8.917240193403845477e+37
1.480384900074019242e+04 7.389342079219520848e+37
1.476123699165990001e+04 7.443278330964468371e+37
1.471886959081542409e+04 8.249559104679489548e+37
1.467674469802597741e+04 5.972375741114571337e+37
1.463486023708473658e+04 7.935746932308770351e+37
1.459321415541773058e+04 7.981047068246756433e+37
1.455180442374854647e+04 5.262179045962260644e+37
1.451062903576870121e+04 6.477445095273003018e+37
1.446968600781363239e+04 6.537349724357966147e+37
1.442897337854411853e+04 6.978874452744295743e+37
1.438848920863309650e+04 7.414095454849618514e+37
1.434823158045771015e+04 5.851244048329430868e+37
1.430819859779653780e+04 8.740271606736183742e+37
1.426838838553185633e+04 5.041377348984976414e+37
1.422879908935686035e+04 4.255950870843785313e+37
1.418942887548776343e+04 5.116131381374531179e+37
1.415027593038064333e+04 6.858220316955826097e+37
1.411133846045297469e+04 1.069724607675578633e+38
1.407261469180974018e+04 9.149956328373720985e+37
1.403410286997404000e+04 8.262331405183738056e+37
1.399580125962211423e+04 5.674567264108428147e+37
1.395770814432270345e+04 7.817593115826583567e+37
1.391982182628062583e+04 8.807873389063254479e+37
1.388214062608454333e+04 7.559908645059227275e+37
