Index  56Ni     Ni       Co       Fe       Ca       S        Si       O        C       
  121 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  122 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  123 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  124 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  125 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  126 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  127 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  128 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  129 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  130 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  131 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  132 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  133 7.9594e-01 7.9594e-01 2.0214e-01 1.8890e-03 3.9951e-06 1.3983e-05 2.1973e-05 0.0000e+00 0.0000e+00
  134 7.9556e-01 7.9556e-01 2.0204e-01 1.8882e-03 5.0684e-05 1.7740e-04 2.7876e-04 0.0000e+00 0.0000e+00
  135 7.9468e-01 7.9468e-01 2.0182e-01 1.8861e-03 1.6148e-04 5.6520e-04 8.8816e-04 0.0000e+00 0.0000e+00
  136 7.9329e-01 7.9329e-01 2.0146e-01 1.8828e-03 3.3604e-04 1.1761e-03 1.8482e-03 0.0000e+00 0.0000e+00
  137 7.9140e-01 7.9140e-01 2.0098e-01 1.8783e-03 5.7360e-04 2.0076e-03 3.1548e-03 0.0000e+00 0.0000e+00
  138 7.8902e-01 7.8902e-01 2.0038e-01 1.8726e-03 8.7340e-04 3.0569e-03 4.8037e-03 0.0000e+00 0.0000e+00
  139 7.8614e-01 7.8614e-01 1.9965e-01 1.8658e-03 1.2345e-03 4.3208e-03 6.7898e-03 0.0000e+00 0.0000e+00
  140 7.8279e-01 7.8279e-01 1.9880e-01 1.8578e-03 1.6559e-03 5.7957e-03 9.1075e-03 0.0000e+00 0.0000e+00
  141 7.7896e-01 7.7896e-01 1.9782e-01 1.8488e-03 2.1365e-03 7.4778e-03 1.1751e-02 0.0000e+00 0.0000e+00
  142 7.7467e-01 7.7467e-01 1.9674e-01 1.8386e-03 2.6751e-03 9.3629e-03 1.4713e-02 0.0000e+00 0.0000e+00
  143 7.6994e-01 7.6994e-01 1.9553e-01 1.8273e-03 3.2706e-03 1.1447e-02 1.7988e-02 0.0000e+00 0.0000e+00
  144 7.6476e-01 7.6476e-01 1.9422e-01 1.8150e-03 3.9213e-03 1.3725e-02 2.1567e-02 0.0000e+00 0.0000e+00
  145 7.5915e-01 7.5915e-01 1.9279e-01 1.8017e-03 4.6262e-03 1.6192e-02 2.5444e-02 0.0000e+00 0.0000e+00
  146 7.5312e-01 7.5312e-01 1.9126e-01 1.7874e-03 5.3835e-03 1.8842e-02 2.9609e-02 0.0000e+00 0.0000e+00
  147 7.4668e-01 7.4668e-01 1.8963e-01 1.7721e-03 6.1918e-03 2.1671e-02 3.4055e-02 0.0000e+00 0.0000e+00
  148 7.3986e-01 7.3986e-01 1.8789e-01 1.7559e-03 7.0494e-03 2.4673e-02 3.8772e-02 0.0000e+00 0.0000e+00
  149 7.3265e-01 7.3265e-01 1.8606e-01 1.7388e-03 7.9548e-03 2.7842e-02 4.3751e-02 0.0000e+00 0.0000e+00
  150 7.2508e-01 7.2508e-01 1.8414e-01 1.7209e-03 8.9062e-03 3.1172e-02 4.8984e-02 0.0000e+00 0.0000e+00
  151 7.1715e-01 7.1715e-01 1.8213e-01 1.7021e-03 9.9019e-03 3.4657e-02 5.4460e-02 0.0000e+00 0.0000e+00
  152 7.0889e-01 7.0889e-01 1.8003e-01 1.6824e-03 1.0940e-02 3.8290e-02 6.0170e-02 0.0000e+00 0.0000e+00
  153 7.0030e-01 7.0030e-01 1.7785e-01 1.6621e-03 1.2019e-02 4.2065e-02 6.6103e-02 0.0000e+00 0.0000e+00
  154 6.9141e-01 6.9141e-01 1.7559e-01 1.6410e-03 1.3136e-02 4.5977e-02 7.2249e-02 0.0000e+00 0.0000e+00
  155 6.8222e-01 6.8222e-01 1.7326e-01 1.6192e-03 1.4291e-02 5.0017e-02 7.8598e-02 0.0000e+00 0.0000e+00
  156 6.7275e-01 6.7275e-01 1.7085e-01 1.5967e-03 1.5480e-02 5.4180e-02 8.5141e-02 0.0000e+00 0.0000e+00
  157 6.6302e-01 6.6302e-01 1.6838e-01 1.5736e-03 1.6703e-02 5.8459e-02 9.1864e-02 0.0000e+00 0.0000e+00
  158 6.5304e-01 6.5304e-01 1.6585e-01 1.5499e-03 1.7956e-02 6.2847e-02 9.8759e-02 0.0000e+00 0.0000e+00
  159 6.4283e-01 6.4283e-01 1.6325e-01 1.5257e-03 1.9239e-02 6.7337e-02 1.0581e-01 0.0000e+00 0.0000e+00
  160 6.3240e-01 6.3240e-01 1.6060e-01 1.5009e-03 2.0549e-02 7.1922e-02 1.1302e-01 0.0000e+00 0.0000e+00
  161 6.2177e-01 6.2177e-01 1.5791e-01 1.4757e-03 2.1885e-02 7.6596e-02 1.2036e-01 0.0000e+00 0.0000e+00
  162 6.1096e-01 6.1096e-01 1.5516e-01 1.4500e-03 2.3243e-02 8.1352e-02 1.2784e-01 0.0000e+00 0.0000e+00
  163 5.9997e-01 5.9997e-01 1.5237e-01 1.4239e-03 2.4624e-02 8.6183e-02 1.3543e-01 0.0000e+00 0.0000e+00
  164 5.8883e-01 5.8883e-01 1.4954e-01 1.3975e-03 2.6023e-02 9.1082e-02 1.4313e-01 0.0000e+00 0.0000e+00
  165 5.7755e-01 5.7755e-01 1.4667e-01 1.3707e-03 2.7441e-02 9.6043e-02 1.5093e-01 0.0000e+00 0.0000e+00
  166 5.6614e-01 5.6614e-01 1.4378e-01 1.3437e-03 2.8874e-02 1.0106e-01 1.5881e-01 0.0000e+00 0.0000e+00
  167 5.5462e-01 5.5462e-01 1.4085e-01 1.3163e-03 3.0321e-02 1.0612e-01 1.6677e-01 0.0000e+00 0.0000e+00
  168 5.4301e-01 5.4301e-01 1.3790e-01 1.2888e-03 3.1780e-02 1.1123e-01 1.7479e-01 0.0000e+00 0.0000e+00
  169 5.3131e-01 5.3131e-01 1.3493e-01 1.2610e-03 3.3250e-02 1.1637e-01 1.8287e-01 0.0000e+00 0.0000e+00
  170 5.1955e-01 5.1955e-01 1.3194e-01 1.2331e-03 3.4727e-02 1.2155e-01 1.9100e-01 0.0000e+00 0.0000e+00
  171 5.0773e-01 5.0773e-01 1.2894e-01 1.2050e-03 3.6212e-02 1.2674e-01 1.9916e-01 0.0000e+00 0.0000e+00
  172 4.9588e-01 4.9588e-01 1.2593e-01 1.1769e-03 3.7701e-02 1.3195e-01 2.0736e-01 0.0000e+00 0.0000e+00
  173 4.8400e-01 4.8400e-01 1.2292e-01 1.1487e-03 3.9194e-02 1.3718e-01 2.1557e-01 0.0000e+00 0.0000e+00
  174 4.7210e-01 4.7210e-01 1.1990e-01 1.1205e-03 4.0688e-02 1.4241e-01 2.2378e-01 0.0000e+00 0.0000e+00
  175 4.6021e-01 4.6021e-01 1.1687e-01 1.0922e-03 4.2182e-02 1.4764e-01 2.3200e-01 0.0000e+00 0.0000e+00
  176 4.4833e-01 4.4833e-01 1.1386e-01 1.0640e-03 4.3675e-02 1.5286e-01 2.4021e-01 0.0000e+00 0.0000e+00
  177 4.3647e-01 4.3647e-01 1.1085e-01 1.0359e-03 4.5165e-02 1.5808e-01 2.4841e-01 0.0000e+00 0.0000e+00
  178 4.2465e-01 4.2465e-01 1.0784e-01 1.0078e-03 4.6650e-02 1.6328e-01 2.5658e-01 0.0000e+00 0.0000e+00
  179 4.1287e-01 4.1287e-01 1.0485e-01 9.7989e-04 4.8130e-02 1.6845e-01 2.6471e-01 0.0000e+00 0.0000e+00
  180 4.0116e-01 4.0116e-01 1.0188e-01 9.5208e-04 4.9602e-02 1.7361e-01 2.7281e-01 0.0000e+00 0.0000e+00
  181 3.8951e-01 3.8951e-01 9.8919e-02 9.2444e-04 5.1065e-02 1.7873e-01 2.8086e-01 0.0000e+00 0.0000e+00
  182 3.7794e-01 3.7794e-01 9.5981e-02 8.9698e-04 5.2518e-02 1.8381e-01 2.8885e-01 0.0000e+00 0.0000e+00
  183 3.6646e-01 3.6646e-01 9.3065e-02 8.6973e-04 5.3961e-02 1.8886e-01 2.9678e-01 0.0000e+00 0.0000e+00
  184 3.5508e-01 3.5508e-01 9.0175e-02 8.4272e-04 5.5391e-02 1.9387e-01 3.0465e-01 0.0000e+00 0.0000e+00
