Index  56Ni     Ni       Co       Fe       Ca       S        Si       O        C       
  185 3.4380e-01 3.4380e-01 8.7311e-02 8.1596e-04 5.6807e-02 1.9882e-01 3.1244e-01 0.0000e+00 0.0000e+00
  186 3.3264e-01 3.3264e-01 8.4478e-02 7.8948e-04 5.8209e-02 2.0373e-01 3.2015e-01 0.0000e+00 0.0000e+00
  187 3.2161e-01 3.2161e-01 8.1676e-02 7.6329e-04 5.9595e-02 2.0858e-01 3.2777e-01 0.0000e+00 0.0000e+00
  188 3.1071e-01 3.1071e-01 7.8907e-02 7.3742e-04 6.0965e-02 2.1338e-01 3.3531e-01 0.0000e+00 0.0000e+00
  189 2.9994e-01 2.9994e-01 7.6174e-02 7.1188e-04 6.2317e-02 2.1811e-01 3.4274e-01 0.0000e+00 0.0000e+00
  190 2.8933e-01 2.8933e-01 7.3477e-02 6.8668e-04 6.3651e-02 2.2278e-01 3.5008e-01 0.0000e+00 0.0000e+00
  191 2.7887e-01 2.7887e-01 7.0820e-02 6.6185e-04 6.4965e-02 2.2738e-01 3.5731e-01 0.0000e+00 0.0000e+00
  192 2.6856e-01 2.6856e-01 6.8203e-02 6.3739e-04 6.6260e-02 2.3191e-01 3.6443e-01 0.0000e+00 0.0000e+00
  193 2.5842e-01 2.5842e-01 6.5629e-02 6.1333e-04 6.7533e-02 2.3637e-01 3.7143e-01 0.0000e+00 0.0000e+00
  194 2.4846e-01 2.4846e-01 6.3098e-02 5.8967e-04 6.8786e-02 2.4075e-01 3.7832e-01 0.0000e+00 0.0000e+00
  195 2.3866e-01 2.3866e-01 6.0611e-02 5.6643e-04 7.0016e-02 2.4506e-01 3.8509e-01 0.0000e+00 0.0000e+00
  196 2.2905e-01 2.2905e-01 5.8170e-02 5.4362e-04 7.1223e-02 2.4928e-01 3.9173e-01 0.0000e+00 0.0000e+00
  197 2.1963e-01 2.1963e-01 5.5776e-02 5.2125e-04 7.2408e-02 2.5343e-01 3.9824e-01 0.0000e+00 0.0000e+00
  198 2.1039e-01 2.1039e-01 5.3430e-02 4.9933e-04 7.3568e-02 2.5749e-01 4.0462e-01 0.0000e+00 0.0000e+00
  199 2.0134e-01 2.0134e-01 5.1133e-02 4.7786e-04 7.4705e-02 2.6147e-01 4.1087e-01 0.0000e+00 0.0000e+00
  200 1.9249e-01 1.9249e-01 4.8886e-02 4.5686e-04 7.5816e-02 2.6536e-01 4.1699e-01 0.0000e+00 0.0000e+00
  201 1.8384e-01 1.8384e-01 4.6689e-02 4.3633e-04 7.6903e-02 2.6916e-01 4.2297e-01 0.0000e+00 0.0000e+00
  202 1.7540e-01 1.7540e-01 4.4543e-02 4.1628e-04 7.7965e-02 2.7288e-01 4.2881e-01 0.0000e+00 0.0000e+00
  203 1.6715e-01 1.6715e-01 4.2449e-02 3.9671e-04 7.9000e-02 2.7650e-01 4.3450e-01 0.0000e+00 0.0000e+00
  204 1.5911e-01 1.5911e-01 4.0408e-02 3.7763e-04 8.0010e-02 2.8004e-01 4.4006e-01 0.0000e+00 0.0000e+00
  205 1.5128e-01 1.5128e-01 3.8419e-02 3.5904e-04 8.0994e-02 2.8348e-01 4.4547e-01 0.0000e+00 0.0000e+00
  206 1.4366e-01 1.4366e-01 3.6483e-02 3.4095e-04 8.1952e-02 2.8683e-01 4.5074e-01 0.0000e+00 0.0000e+00
  207 1.3624e-01 1.3624e-01 3.4600e-02 3.2336e-04 8.2883e-02 2.9009e-01 4.5586e-01 0.0000e+00 0.0000e+00
  208 1.2904e-01 1.2904e-01 3.2771e-02 3.0626e-04 8.3788e-02 2.9326e-01 4.6083e-01 0.0000e+00 0.0000e+00
  209 1.2205e-01 1.2205e-01 3.0996e-02 2.8967e-04 8.4666e-02 2.9633e-01 4.6566e-01 0.0000e+00 0.0000e+00
  210 1.1527e-01 1.1527e-01 2.9275e-02 2.7359e-04 8.5518e-02 2.9931e-01 4.7035e-01 0.0000e+00 0.0000e+00
  211 1.0871e-01 1.0871e-01 2.7607e-02 2.5800e-04 8.6343e-02 3.0220e-01 4.7489e-01 0.0000e+00 0.0000e+00
  212 1.0235e-01 1.0235e-01 2.5993e-02 2.4292e-04 8.7141e-02 3.0499e-01 4.7928e-01 0.0000e+00 0.0000e+00
  213 9.6210e-02 9.6210e-02 2.4433e-02 2.2834e-04 8.7913e-02 3.0769e-01 4.8352e-01 0.0000e+00 0.0000e+00
  214 9.0277e-02 9.0277e-02 2.2927e-02 2.1426e-04 8.8658e-02 3.1030e-01 4.8762e-01 0.0000e+00 0.0000e+00
  215 8.4555e-02 8.4555e-02 2.1474e-02 2.0068e-04 8.9377e-02 3.1282e-01 4.9157e-01 0.0000e+00 0.0000e+00
  216 7.9042e-02 7.9042e-02 2.0073e-02 1.8759e-04 9.0070e-02 3.1524e-01 4.9538e-01 0.0000e+00 0.0000e+00
  217 7.3736e-02 7.3736e-02 1.8726e-02 1.7500e-04 9.0736e-02 3.1758e-01 4.9905e-01 0.0000e+00 0.0000e+00
  218 6.8638e-02 6.8638e-02 1.7431e-02 1.6290e-04 9.1377e-02 3.1982e-01 5.0257e-01 0.0000e+00 0.0000e+00
  219 6.3744e-02 6.3744e-02 1.6188e-02 1.5129e-04 9.1992e-02 3.2197e-01 5.0595e-01 0.0000e+00 0.0000e+00
  220 5.9053e-02 5.9053e-02 1.4997e-02 1.4015e-04 9.2581e-02 3.2403e-01 5.0920e-01 0.0000e+00 0.0000e+00
  221 5.4564e-02 5.4564e-02 1.3857e-02 1.2950e-04 9.3145e-02 3.2601e-01 5.1230e-01 0.0000e+00 0.0000e+00
  222 5.0275e-02 5.0275e-02 1.2768e-02 1.1932e-04 9.3684e-02 3.2789e-01 5.1526e-01 0.0000e+00 0.0000e+00
  223 4.6183e-02 4.6183e-02 1.1729e-02 1.0961e-04 9.4198e-02 3.2969e-01 5.1809e-01 0.0000e+00 0.0000e+00
  224 4.2286e-02 4.2286e-02 1.0739e-02 1.0036e-04 9.4687e-02 3.3141e-01 5.2078e-01 0.0000e+00 0.0000e+00
  225 3.8582e-02 3.8582e-02 9.7982e-03 9.1569e-05 9.5153e-02 3.3303e-01 5.2334e-01 0.0000e+00 0.0000e+00
  226 3.5068e-02 3.5068e-02 8.9059e-03 8.3230e-05 9.5594e-02 3.3458e-01 5.2577e-01 0.0000e+00 0.0000e+00
  227 3.1743e-02 3.1743e-02 8.0613e-03 7.5337e-05 9.6012e-02 3.3604e-01 5.2807e-01 0.0000e+00 0.0000e+00
  228 2.8602e-02 2.8602e-02 7.2637e-03 6.7883e-05 9.6407e-02 3.3742e-01 5.3024e-01 0.0000e+00 0.0000e+00
  229 2.5643e-02 2.5643e-02 6.5123e-03 6.0860e-05 9.6778e-02 3.3872e-01 5.3228e-01 0.0000e+00 0.0000e+00
  230 2.2864e-02 2.2864e-02 5.8065e-03 5.4264e-05 9.7128e-02 3.3995e-01 5.3420e-01 0.0000e+00 0.0000e+00
  231 2.0262e-02 2.0262e-02 5.1457e-03 4.8089e-05 9.7454e-02 3.4109e-01 5.3600e-01 0.0000e+00 0.0000e+00
  232 1.7833e-02 1.7833e-02 4.5289e-03 4.2325e-05 9.7760e-02 3.4216e-01 5.3768e-01 0.0000e+00 0.0000e+00
  233 1.5575e-02 1.5575e-02 3.9555e-03 3.6966e-05 9.8043e-02 3.4315e-01 5.3924e-01 0.0000e+00 0.0000e+00
  234 1.3485e-02 1.3485e-02 3.4246e-03 3.2004e-05 9.8306e-02 3.4407e-01 5.4068e-01 0.0000e+00 0.0000e+00
  235 1.1559e-02 1.1559e-02 2.9355e-03 2.7433e-05 9.8548e-02 3.4492e-01 5.4201e-01 0.0000e+00 0.0000e+00
  236 9.7940e-03 9.7940e-03 2.4873e-03 2.3245e-05 9.8770e-02 3.4569e-01 5.4323e-01 0.0000e+00 0.0000e+00
  237 8.1874e-03 8.1874e-03 2.0793e-03 1.9432e-05 9.8971e-02 3.4640e-01 5.4434e-01 0.0000e+00 0.0000e+00
  238 6.7352e-03 6.7352e-03 1.7105e-03 1.5985e-05 9.9154e-02 3.4704e-01 5.4535e-01 0.0000e+00 0.0000e+00
  239 5.4348e-03 5.4348e-03 1.3802e-03 1.2899e-05 9.9317e-02 3.4761e-01 5.4624e-01 0.0000e+00 0.0000e+00
  240 4.2827e-03 4.2827e-03 1.0876e-03 1.0164e-05 9.9462e-02 3.4812e-01 5.4704e-01 0.0000e+00 0.0000e+00
  241 3.2758e-03 3.2758e-03 8.3192e-04 7.7746e-06 9.9588e-02 3.4856e-01 5.4774e-01 0.0000e+00 0.0000e+00
  242 2.4103e-03 2.4103e-03 6.1211e-04 5.7204e-06 9.9697e-02 3.4894e-01 5.4833e-01 0.0000e+00 0.0000e+00
  243 1.6832e-03 1.6832e-03 4.2745e-04 3.9947e-06 9.9789e-02 3.4926e-01 5.4884e-01 0.0000e+00 0.0000e+00
  244 1.0911e-03 1.0911e-03 2.7709e-04 2.5895e-06 9.9863e-02 3.4952e-01 5.4925e-01 0.0000e+00 0.0000e+00
  245 6.3085e-04 6.3085e-04 1.6021e-04 1.4972e-06 9.9921e-02 3.4972e-01 5.4956e-01 0.0000e+00 0.0000e+00
  246 2.9907e-04 2.9907e-04 7.5952e-05 7.0981e-07 9.9962e-02 3.4987e-01 5.4979e-01 0.0000e+00 0.0000e+00
  247 9.2387e-05 9.2387e-05 2.3463e-05 2.1927e-07 9.9988e-02 3.4996e-01 5.4994e-01 0.0000e+00 0.0000e+00
  248 7.0682e-06 7.0682e-06 1.7950e-06 1.6775e-08 9.9999e-02 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  249 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  250 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  251 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  252 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  253 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  254 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  255 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  256 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  257 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  258 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  259 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  260 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  261 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  262 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  263 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  264 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  265 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  266 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  267 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  268 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  269 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  270 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  271 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  272 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  273 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  274 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  275 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  276 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  277 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  278 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  279 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  280 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  281 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  282 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  283 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  284 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  285 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  286 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  287 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  288 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  289 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  290 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  291 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  292 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  293 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  294 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  295 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  296 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  297 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  298 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  299 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  300 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  301 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  302 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  303 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  304 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  305 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  306 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  307 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  308 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  309 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  310 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  311 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  312 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  313 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  314 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  315 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  316 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  317 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  318 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  319 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  320 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  321 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  322 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  323 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  324 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  325 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  326 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  327 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  328 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  329 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  330 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  331 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  332 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  333 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  334 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  335 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  336 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  337 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  338 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  339 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  340 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  341 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  342 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  343 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  344 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  345 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  346 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  347 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  348 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  349 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  350 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  351 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  352 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  353 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  354 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  355 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  356 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  357 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  358 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  359 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  360 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  361 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  362 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  363 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  364 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  365 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  366 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  367 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  368 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  369 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
  370 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
